data,label
"[2015, 37, 6, 10, 2]",7
"[2015, 37, 6, 11, 2]",11
"[2015, 37, 6, 12, 3]",28
"[2015, 37, 6, 13, 2]",12
"[2015, 37, 6, 14, 2]",14
"[2015, 37, 6, 15, 2]",17
"[2015, 37, 6, 16, 2]",42
"[2015, 37, 6, 17, 2]",18
"[2015, 37, 6, 18, 1]",18
"[2015, 37, 6, 19, 1]",19
"[2015, 37, 6, 20, 1]",12
"[2015, 37, 6, 21, 1]",12
"[2015, 37, 6, 22, 1]",4
"[2015, 37, 6, 23, 1]",5
"[2015, 38, 0, 0, 2]",9
"[2015, 38, 0, 1, 1]",1
"[2015, 38, 0, 2, 1]",7
"[2015, 38, 0, 3, 1]",0
"[2015, 38, 0, 4, 1]",0
"[2015, 38, 0, 5, 1]",2
"[2015, 38, 0, 6, 2]",2
"[2015, 38, 0, 7, 2]",0
"[2015, 38, 0, 8, 2]",2
"[2015, 38, 0, 9, 2]",2
"[2015, 38, 0, 10, 1]",7
"[2015, 38, 0, 11, 2]",10
"[2015, 38, 0, 12, 2]",15
"[2015, 38, 0, 13, 2]",20
"[2015, 38, 0, 14, 2]",41
"[2015, 38, 0, 15, 2]",17
"[2015, 38, 0, 16, 2]",19
"[2015, 38, 0, 17, 2]",19
"[2015, 38, 0, 18, 2]",9
"[2015, 38, 0, 19, 2]",10
"[2015, 38, 0, 20, 1]",13
"[2015, 38, 0, 21, 1]",4
"[2015, 38, 0, 22, 1]",0
"[2015, 38, 0, 23, 1]",2
"[2015, 38, 1, 0, 1]",2
"[2015, 38, 1, 1, 1]",0
"[2015, 38, 1, 2, 1]",0
"[2015, 38, 1, 3, 1]",0
"[2015, 38, 1, 4, 1]",0
"[2015, 38, 1, 5, 1]",4
"[2015, 38, 1, 6, 1]",38
"[2015, 38, 1, 7, 1]",62
"[2015, 38, 1, 8, 1]",141
"[2015, 38, 1, 9, 1]",104
"[2015, 38, 1, 10, 1]",38
"[2015, 38, 1, 11, 2]",17
"[2015, 38, 1, 12, 2]",17
"[2015, 38, 1, 13, 2]",12
"[2015, 38, 1, 14, 2]",11
"[2015, 38, 1, 15, 2]",16
"[2015, 38, 1, 16, 2]",72
"[2015, 38, 1, 17, 2]",276
"[2015, 38, 1, 18, 1]",244
"[2015, 38, 1, 19, 2]",101
"[2015, 38, 1, 20, 1]",44
"[2015, 38, 1, 21, 1]",25
"[2015, 38, 1, 22, 1]",10
"[2015, 38, 1, 23, 1]",2
"[2015, 38, 2, 0, 1]",2
"[2015, 38, 2, 1, 1]",0
"[2015, 38, 2, 2, 3]",0
"[2015, 38, 2, 3, 3]",0
"[2015, 38, 2, 4, 3]",0
"[2015, 38, 2, 5, 1]",7
"[2015, 38, 2, 6, 1]",33
"[2015, 38, 2, 7, 2]",78
"[2015, 38, 2, 8, 1]",150
"[2015, 38, 2, 9, 1]",131
"[2015, 38, 2, 10, 2]",34
"[2015, 38, 2, 11, 2]",28
"[2015, 38, 2, 12, 2]",21
"[2015, 38, 2, 13, 2]",21
"[2015, 38, 2, 14, 2]",21
"[2015, 38, 2, 15, 2]",23
"[2015, 38, 2, 16, 2]",69
"[2015, 38, 2, 17, 2]",224
"[2015, 38, 2, 18, 1]",195
"[2015, 38, 2, 19, 2]",84
"[2015, 38, 2, 20, 2]",48
"[2015, 38, 2, 21, 2]",57
"[2015, 38, 2, 22, 2]",18
"[2015, 38, 2, 23, 2]",5
"[2015, 38, 3, 0, 1]",7
"[2015, 38, 3, 1, 1]",7
"[2015, 38, 3, 2, 1]",1
"[2015, 38, 3, 3, 2]",0
"[2015, 38, 3, 4, 1]",0
"[2015, 38, 3, 5, 2]",3
"[2015, 38, 3, 6, 2]",29
"[2015, 38, 3, 7, 2]",72
"[2015, 38, 3, 8, 1]",125
"[2015, 38, 3, 9, 2]",93
"[2015, 38, 3, 10, 1]",28
"[2015, 38, 3, 11, 1]",24
"[2015, 38, 3, 12, 2]",19
"[2015, 38, 3, 13, 1]",19
"[2015, 38, 3, 14, 1]",18
"[2015, 38, 3, 15, 1]",27
"[2015, 38, 3, 16, 1]",48
"[2015, 38, 3, 17, 1]",164
"[2015, 38, 3, 18, 1]",237
"[2015, 38, 3, 19, 1]",123
"[2015, 38, 3, 20, 1]",20
"[2015, 38, 3, 21, 1]",10
"[2015, 38, 3, 22, 1]",11
"[2015, 38, 3, 23, 1]",8
"[2015, 38, 4, 0, 1]",1
"[2015, 38, 4, 1, 1]",3
"[2015, 38, 4, 2, 1]",0
"[2015, 38, 4, 3, 1]",0
"[2015, 38, 4, 4, 1]",2
"[2015, 38, 4, 5, 3]",4
"[2015, 38, 4, 6, 1]",37
"[2015, 38, 4, 7, 1]",74
"[2015, 38, 4, 8, 1]",158
"[2015, 38, 4, 9, 1]",131
"[2015, 38, 4, 10, 1]",58
"[2015, 38, 4, 11, 1]",18
"[2015, 38, 4, 12, 1]",22
"[2015, 38, 4, 13, 1]",28
"[2015, 38, 4, 14, 1]",28
"[2015, 38, 4, 15, 1]",25
"[2015, 38, 4, 16, 1]",65
"[2015, 38, 4, 17, 1]",185
"[2015, 38, 4, 18, 1]",167
"[2015, 38, 4, 19, 1]",101
"[2015, 38, 4, 20, 1]",56
"[2015, 38, 4, 21, 1]",21
"[2015, 38, 4, 22, 1]",18
"[2015, 38, 4, 23, 1]",6
"[2015, 38, 5, 0, 1]",2
"[2015, 38, 5, 1, 1]",8
"[2015, 38, 5, 2, 1]",0
"[2015, 38, 5, 3, 1]",0
"[2015, 38, 5, 4, 1]",0
"[2015, 38, 5, 5, 3]",8
"[2015, 38, 5, 6, 2]",27
"[2015, 38, 5, 7, 2]",77
"[2015, 38, 5, 8, 2]",119
"[2015, 38, 5, 9, 2]",120
"[2015, 38, 5, 10, 2]",34
"[2015, 38, 5, 11, 2]",23
"[2015, 38, 5, 12, 2]",26
"[2015, 38, 5, 13, 2]",30
"[2015, 38, 5, 14, 2]",10
"[2015, 38, 5, 15, 1]",34
"[2015, 38, 5, 16, 2]",63
"[2015, 38, 5, 17, 2]",170
"[2015, 38, 5, 18, 2]",173
"[2015, 38, 5, 19, 2]",62
"[2015, 38, 5, 20, 1]",35
"[2015, 38, 5, 21, 2]",12
"[2015, 38, 5, 22, 1]",12
"[2015, 38, 5, 23, 2]",6
"[2015, 38, 6, 0, 1]",0
"[2015, 38, 6, 1, 1]",2
"[2015, 38, 6, 2, 1]",2
"[2015, 38, 6, 3, 2]",0
"[2015, 38, 6, 4, 2]",0
"[2015, 38, 6, 5, 1]",0
"[2015, 38, 6, 6, 2]",2
"[2015, 38, 6, 7, 2]",6
"[2015, 38, 6, 8, 2]",9
"[2015, 38, 6, 9, 1]",12
"[2015, 38, 6, 10, 1]",13
"[2015, 38, 6, 11, 2]",24
"[2015, 38, 6, 12, 2]",20
"[2015, 38, 6, 13, 1]",18
"[2015, 38, 6, 14, 1]",28
"[2015, 38, 6, 15, 1]",21
"[2015, 38, 6, 16, 2]",23
"[2015, 38, 6, 17, 2]",42
"[2015, 38, 6, 18, 2]",15
"[2015, 38, 6, 19, 2]",24
"[2015, 38, 6, 20, 2]",2
"[2015, 38, 6, 21, 2]",11
"[2015, 38, 6, 22, 2]",6
"[2015, 38, 6, 23, 1]",12
"[2015, 39, 0, 0, 1]",4
"[2015, 39, 0, 1, 1]",3
"[2015, 39, 0, 2, 2]",1
"[2015, 39, 0, 3, 2]",0
"[2015, 39, 0, 4, 2]",0
"[2015, 39, 0, 5, 1]",0
"[2015, 39, 0, 6, 1]",0
"[2015, 39, 0, 7, 1]",4
"[2015, 39, 0, 8, 1]",3
"[2015, 39, 0, 9, 1]",4
"[2015, 39, 0, 10, 1]",11
"[2015, 39, 0, 11, 2]",16
"[2015, 39, 0, 12, 2]",14
"[2015, 39, 0, 13, 2]",22
"[2015, 39, 0, 14, 2]",19
"[2015, 39, 0, 15, 2]",23
"[2015, 39, 0, 16, 2]",26
"[2015, 39, 0, 17, 2]",35
"[2015, 39, 0, 18, 2]",24
"[2015, 39, 0, 19, 2]",13
"[2015, 39, 0, 20, 2]",12
"[2015, 39, 0, 21, 2]",1
"[2015, 39, 0, 22, 2]",1
"[2015, 39, 0, 23, 2]",4
"[2015, 39, 1, 0, 2]",3
"[2015, 39, 1, 1, 2]",0
"[2015, 39, 1, 2, 2]",1
"[2015, 39, 1, 3, 2]",1
"[2015, 39, 1, 4, 2]",0
"[2015, 39, 1, 5, 2]",7
"[2015, 39, 1, 6, 2]",35
"[2015, 39, 1, 7, 2]",106
"[2015, 39, 1, 8, 2]",157
"[2015, 39, 1, 9, 2]",115
"[2015, 39, 1, 10, 2]",30
"[2015, 39, 1, 11, 2]",10
"[2015, 39, 1, 12, 2]",21
"[2015, 39, 1, 13, 2]",17
"[2015, 39, 1, 14, 2]",20
"[2015, 39, 1, 15, 2]",19
"[2015, 39, 1, 16, 2]",44
"[2015, 39, 1, 17, 2]",156
"[2015, 39, 1, 18, 3]",202
"[2015, 39, 1, 19, 3]",74
"[2015, 39, 1, 20, 2]",31
"[2015, 39, 1, 21, 2]",26
"[2015, 39, 1, 22, 2]",26
"[2015, 39, 1, 23, 1]",9
"[2015, 39, 2, 0, 2]",9
"[2015, 39, 2, 1, 1]",4
"[2015, 39, 2, 2, 3]",2
"[2015, 39, 2, 3, 1]",0
"[2015, 39, 2, 4, 2]",0
"[2015, 39, 2, 5, 2]",3
"[2015, 39, 2, 6, 2]",46
"[2015, 39, 2, 7, 2]",121
"[2015, 39, 2, 8, 2]",145
"[2015, 39, 2, 9, 2]",104
"[2015, 39, 2, 10, 2]",42
"[2015, 39, 2, 11, 2]",20
"[2015, 39, 2, 12, 2]",22
"[2015, 39, 2, 13, 2]",24
"[2015, 39, 2, 14, 2]",13
"[2015, 39, 2, 15, 2]",27
"[2015, 39, 2, 16, 2]",41
"[2015, 39, 2, 17, 2]",149
"[2015, 39, 2, 18, 2]",203
"[2015, 39, 2, 19, 2]",84
"[2015, 39, 2, 20, 3]",32
"[2015, 39, 2, 21, 2]",40
"[2015, 39, 2, 22, 2]",17
"[2015, 39, 2, 23, 2]",7
"[2015, 39, 3, 0, 2]",6
"[2015, 39, 3, 1, 2]",0
"[2015, 39, 3, 2, 2]",0
"[2015, 39, 3, 3, 2]",0
"[2015, 39, 3, 4, 2]",0
"[2015, 39, 3, 5, 2]",4
"[2015, 39, 3, 6, 2]",33
"[2015, 39, 3, 7, 2]",46
"[2015, 39, 3, 8, 2]",81
"[2015, 39, 3, 9, 2]",47
"[2015, 39, 3, 10, 2]",14
"[2015, 39, 3, 11, 2]",10
"[2015, 39, 3, 12, 2]",7
"[2015, 39, 3, 13, 2]",4
"[2015, 39, 3, 14, 2]",25
"[2015, 39, 3, 15, 2]",33
"[2015, 39, 3, 16, 3]",48
"[2015, 39, 3, 17, 2]",234
"[2015, 39, 3, 18, 2]",176
"[2015, 39, 3, 19, 3]",67
"[2015, 39, 3, 20, 3]",91
"[2015, 39, 3, 21, 1]",32
"[2015, 39, 3, 22, 2]",12
"[2015, 39, 3, 23, 2]",11
"[2015, 39, 4, 0, 2]",2
"[2015, 39, 4, 1, 2]",2
"[2015, 39, 4, 2, 2]",0
"[2015, 39, 4, 3, 2]",2
"[2015, 39, 4, 4, 2]",2
"[2015, 39, 4, 5, 2]",6
"[2015, 39, 4, 6, 2]",40
"[2015, 39, 4, 7, 2]",90
"[2015, 39, 4, 8, 2]",144
"[2015, 39, 4, 9, 2]",95
"[2015, 39, 4, 10, 2]",53
"[2015, 39, 4, 11, 2]",17
"[2015, 39, 4, 12, 2]",19
"[2015, 39, 4, 13, 2]",22
"[2015, 39, 4, 14, 3]",6
"[2015, 39, 4, 15, 3]",18
"[2015, 39, 4, 16, 2]",33
"[2015, 39, 4, 17, 2]",48
"[2015, 39, 4, 18, 3]",35
"[2015, 39, 4, 19, 3]",29
"[2015, 39, 4, 20, 2]",24
"[2015, 39, 4, 21, 3]",10
"[2015, 39, 4, 22, 3]",11
"[2015, 39, 4, 23, 3]",11
"[2015, 39, 5, 0, 3]",3
"[2015, 39, 5, 1, 3]",2
"[2015, 39, 5, 2, 2]",0
"[2015, 39, 5, 3, 2]",0
"[2015, 39, 5, 4, 3]",0
"[2015, 39, 5, 5, 3]",4
"[2015, 39, 5, 6, 4]",9
"[2015, 39, 5, 7, 3]",23
"[2015, 39, 5, 8, 2]",49
"[2015, 39, 5, 9, 2]",41
"[2015, 39, 5, 10, 2]",10
"[2015, 39, 5, 11, 2]",4
"[2015, 39, 5, 12, 2]",0
"[2015, 39, 5, 13, 3]",2
"[2015, 39, 5, 14, 3]",6
"[2015, 39, 5, 15, 2]",3
"[2015, 39, 5, 16, 2]",1
"[2015, 39, 5, 17, 2]",8
"[2015, 39, 5, 18, 4]",5
"[2015, 39, 5, 19, 2]",11
"[2015, 39, 5, 20, 2]",4
"[2015, 39, 5, 21, 2]",2
"[2015, 39, 5, 22, 2]",5
"[2015, 39, 5, 23, 2]",0
"[2015, 39, 6, 0, 2]",0
"[2015, 39, 6, 1, 2]",2
"[2015, 39, 6, 2, 2]",0
"[2015, 39, 6, 3, 2]",0
"[2015, 39, 6, 4, 4]",0
"[2015, 39, 6, 5, 4]",0
"[2015, 39, 6, 6, 2]",0
"[2015, 39, 6, 7, 2]",4
"[2015, 39, 6, 8, 2]",4
"[2015, 39, 6, 9, 2]",3
"[2015, 39, 6, 10, 2]",3
"[2015, 39, 6, 11, 2]",2
"[2015, 39, 6, 12, 2]",9
"[2015, 39, 6, 13, 2]",6
"[2015, 39, 6, 14, 2]",5
"[2015, 39, 6, 15, 2]",6
"[2015, 39, 6, 16, 2]",11
"[2015, 39, 6, 17, 3]",12
"[2015, 39, 6, 18, 2]",10
"[2015, 39, 6, 19, 2]",3
"[2015, 39, 6, 20, 2]",6
"[2015, 39, 6, 21, 2]",2
"[2015, 39, 6, 22, 2]",4
"[2015, 39, 6, 23, 2]",3
"[2015, 40, 0, 0, 2]",5
"[2015, 40, 0, 1, 2]",1
"[2015, 40, 0, 2, 3]",1
"[2015, 40, 0, 3, 3]",0
"[2015, 40, 0, 4, 3]",0
"[2015, 40, 0, 5, 3]",0
"[2015, 40, 0, 6, 2]",2
"[2015, 40, 0, 7, 2]",0
"[2015, 40, 0, 8, 2]",4
"[2015, 40, 0, 9, 2]",3
"[2015, 40, 0, 10, 2]",5
"[2015, 40, 0, 11, 2]",3
"[2015, 40, 0, 12, 2]",13
"[2015, 40, 0, 13, 2]",15
"[2015, 40, 0, 14, 2]",16
"[2015, 40, 0, 15, 3]",15
"[2015, 40, 0, 16, 3]",17
"[2015, 40, 0, 17, 2]",14
"[2015, 40, 0, 18, 2]",18
"[2015, 40, 0, 19, 2]",18
"[2015, 40, 0, 20, 1]",18
"[2015, 40, 0, 21, 1]",11
"[2015, 40, 0, 22, 1]",6
"[2015, 40, 0, 23, 1]",0
"[2015, 40, 1, 0, 1]",0
"[2015, 40, 1, 1, 1]",2
"[2015, 40, 1, 2, 2]",0
"[2015, 40, 1, 3, 1]",0
"[2015, 40, 1, 4, 1]",0
"[2015, 40, 1, 5, 1]",9
"[2015, 40, 1, 6, 2]",36
"[2015, 40, 1, 7, 1]",81
"[2015, 40, 1, 8, 1]",133
"[2015, 40, 1, 9, 1]",124
"[2015, 40, 1, 10, 1]",35
"[2015, 40, 1, 11, 2]",16
"[2015, 40, 1, 12, 2]",18
"[2015, 40, 1, 13, 2]",19
"[2015, 40, 1, 14, 2]",17
"[2015, 40, 1, 15, 2]",20
"[2015, 40, 1, 16, 2]",40
"[2015, 40, 1, 17, 2]",125
"[2015, 40, 1, 18, 2]",243
"[2015, 40, 1, 19, 2]",75
"[2015, 40, 1, 20, 2]",41
"[2015, 40, 1, 21, 2]",13
"[2015, 40, 1, 22, 2]",7
"[2015, 40, 1, 23, 2]",16
"[2015, 40, 2, 0, 1]",0
"[2015, 40, 2, 1, 1]",2
"[2015, 40, 2, 2, 1]",0
"[2015, 40, 2, 3, 2]",2
"[2015, 40, 2, 4, 2]",2
"[2015, 40, 2, 5, 2]",13
"[2015, 40, 2, 6, 2]",42
"[2015, 40, 2, 7, 2]",99
"[2015, 40, 2, 8, 2]",162
"[2015, 40, 2, 9, 2]",126
"[2015, 40, 2, 10, 1]",51
"[2015, 40, 2, 11, 3]",23
"[2015, 40, 2, 12, 2]",26
"[2015, 40, 2, 13, 2]",24
"[2015, 40, 2, 14, 1]",16
"[2015, 40, 2, 15, 2]",32
"[2015, 40, 2, 16, 2]",56
"[2015, 40, 2, 17, 1]",109
"[2015, 40, 2, 18, 5]",208
"[2015, 40, 2, 19, 1]",102
"[2015, 40, 2, 20, 1]",42
"[2015, 40, 2, 21, 1]",22
"[2015, 40, 2, 22, 1]",19
"[2015, 40, 2, 23, 1]",6
"[2015, 40, 3, 0, 1]",2
"[2015, 40, 3, 1, 2]",2
"[2015, 40, 3, 2, 2]",1
"[2015, 40, 3, 3, 1]",1
"[2015, 40, 3, 4, 1]",0
"[2015, 40, 3, 5, 2]",12
"[2015, 40, 3, 6, 2]",45
"[2015, 40, 3, 7, 1]",101
"[2015, 40, 3, 8, 2]",144
"[2015, 40, 3, 9, 2]",130
"[2015, 40, 3, 10, 2]",43
"[2015, 40, 3, 11, 2]",25
"[2015, 40, 3, 12, 2]",28
"[2015, 40, 3, 13, 2]",19
"[2015, 40, 3, 14, 2]",25
"[2015, 40, 3, 15, 1]",28
"[2015, 40, 3, 16, 1]",35
"[2015, 40, 3, 17, 2]",146
"[2015, 40, 3, 18, 1]",260
"[2015, 40, 3, 19, 2]",76
"[2015, 40, 3, 20, 1]",39
"[2015, 40, 3, 21, 1]",63
"[2015, 40, 3, 22, 1]",15
"[2015, 40, 3, 23, 1]",8
"[2015, 40, 4, 0, 1]",0
"[2015, 40, 4, 1, 1]",2
"[2015, 40, 4, 2, 1]",0
"[2015, 40, 4, 3, 1]",0
"[2015, 40, 4, 4, 1]",0
"[2015, 40, 4, 5, 2]",7
"[2015, 40, 4, 6, 2]",44
"[2015, 40, 4, 7, 2]",99
"[2015, 40, 4, 8, 1]",142
"[2015, 40, 4, 9, 2]",137
"[2015, 40, 4, 10, 1]",58
"[2015, 40, 4, 11, 2]",27
"[2015, 40, 4, 12, 2]",26
"[2015, 40, 4, 13, 2]",19
"[2015, 40, 4, 14, 2]",20
"[2015, 40, 4, 15, 1]",22
"[2015, 40, 4, 16, 1]",41
"[2015, 40, 4, 17, 1]",113
"[2015, 40, 4, 18, 1]",228
"[2015, 40, 4, 19, 1]",94
"[2015, 40, 4, 20, 1]",31
"[2015, 40, 4, 21, 2]",23
"[2015, 40, 4, 22, 1]",19
"[2015, 40, 4, 23, 1]",4
"[2015, 40, 5, 0, 1]",8
"[2015, 40, 5, 1, 1]",7
"[2015, 40, 5, 2, 2]",1
"[2015, 40, 5, 3, 2]",0
"[2015, 40, 5, 4, 2]",0
"[2015, 40, 5, 5, 1]",10
"[2015, 40, 5, 6, 2]",27
"[2015, 40, 5, 7, 2]",79
"[2015, 40, 5, 8, 2]",150
"[2015, 40, 5, 9, 2]",110
"[2015, 40, 5, 10, 2]",41
"[2015, 40, 5, 11, 2]",31
"[2015, 40, 5, 12, 2]",37
"[2015, 40, 5, 13, 2]",20
"[2015, 40, 5, 14, 2]",34
"[2015, 40, 5, 15, 2]",27
"[2015, 40, 5, 16, 4]",60
"[2015, 40, 5, 17, 2]",38
"[2015, 40, 5, 18, 2]",14
"[2015, 40, 5, 19, 2]",21
"[2015, 40, 5, 20, 4]",11
"[2015, 40, 5, 21, 2]",11
"[2015, 40, 5, 22, 2]",7
"[2015, 40, 5, 23, 2]",6
"[2015, 40, 6, 0, 5]",2
"[2015, 40, 6, 1, 2]",3
"[2015, 40, 6, 2, 2]",1
"[2015, 40, 6, 3, 2]",0
"[2015, 40, 6, 4, 1]",2
"[2015, 40, 6, 5, 2]",0
"[2015, 40, 6, 6, 3]",2
"[2015, 40, 6, 7, 1]",3
"[2015, 40, 6, 8, 1]",7
"[2015, 40, 6, 9, 1]",5
"[2015, 40, 6, 10, 1]",13
"[2015, 40, 6, 11, 1]",8
"[2015, 40, 6, 12, 1]",16
"[2015, 40, 6, 13, 1]",9
"[2015, 40, 6, 14, 1]",8
"[2015, 40, 6, 15, 1]",24
"[2015, 40, 6, 16, 1]",20
"[2015, 40, 6, 17, 1]",18
"[2015, 40, 6, 18, 1]",23
"[2015, 40, 6, 19, 1]",19
"[2015, 40, 6, 20, 1]",13
"[2015, 40, 6, 21, 1]",6
"[2015, 40, 6, 22, 1]",9
"[2015, 40, 6, 23, 1]",3
"[2015, 41, 0, 0, 1]",4
"[2015, 41, 0, 1, 1]",0
"[2015, 41, 0, 2, 1]",0
"[2015, 41, 0, 3, 1]",0
"[2015, 41, 0, 4, 2]",0
"[2015, 41, 0, 5, 1]",0
"[2015, 41, 0, 6, 2]",4
"[2015, 41, 0, 7, 1]",2
"[2015, 41, 0, 8, 2]",0
"[2015, 41, 0, 9, 3]",2
"[2015, 41, 0, 10, 2]",6
"[2015, 41, 0, 11, 2]",6
"[2015, 41, 0, 12, 2]",15
"[2015, 41, 0, 13, 2]",18
"[2015, 41, 0, 14, 2]",16
"[2015, 41, 0, 15, 2]",19
"[2015, 41, 0, 16, 1]",11
"[2015, 41, 0, 17, 1]",19
"[2015, 41, 0, 18, 1]",25
"[2015, 41, 0, 19, 1]",15
"[2015, 41, 0, 20, 1]",12
"[2015, 41, 0, 21, 1]",10
"[2015, 41, 0, 22, 1]",5
"[2015, 41, 0, 23, 1]",1
"[2015, 41, 1, 0, 1]",2
"[2015, 41, 1, 1, 5]",0
"[2015, 41, 1, 2, 1]",0
"[2015, 41, 1, 3, 1]",0
"[2015, 41, 1, 4, 1]",0
"[2015, 41, 1, 5, 2]",6
"[2015, 41, 1, 6, 1]",12
"[2015, 41, 1, 7, 1]",76
"[2015, 41, 1, 8, 3]",121
"[2015, 41, 1, 9, 1]",37
"[2015, 41, 1, 10, 3]",14
"[2015, 41, 1, 11, 2]",20
"[2015, 41, 1, 12, 2]",28
"[2015, 41, 1, 13, 2]",18
"[2015, 41, 1, 14, 2]",16
"[2015, 41, 1, 15, 1]",32
"[2015, 41, 1, 16, 1]",47
"[2015, 41, 1, 17, 1]",105
"[2015, 41, 1, 18, 1]",170
"[2015, 41, 1, 19, 1]",75
"[2015, 41, 1, 20, 1]",29
"[2015, 41, 1, 21, 1]",25
"[2015, 41, 1, 22, 1]",10
"[2015, 41, 1, 23, 1]",3
"[2015, 41, 2, 0, 1]",17
"[2015, 41, 2, 1, 1]",1
"[2015, 41, 2, 2, 2]",0
"[2015, 41, 2, 3, 1]",0
"[2015, 41, 2, 4, 1]",0
"[2015, 41, 2, 5, 2]",3
"[2015, 41, 2, 6, 2]",26
"[2015, 41, 2, 7, 2]",46
"[2015, 41, 2, 8, 1]",108
"[2015, 41, 2, 9, 2]",141
"[2015, 41, 2, 10, 3]",48
"[2015, 41, 2, 11, 2]",25
"[2015, 41, 2, 12, 2]",23
"[2015, 41, 2, 13, 2]",20
"[2015, 41, 2, 14, 2]",23
"[2015, 41, 2, 15, 2]",31
"[2015, 41, 2, 16, 2]",47
"[2015, 41, 2, 17, 3]",133
"[2015, 41, 2, 18, 3]",227
"[2015, 41, 2, 19, 3]",98
"[2015, 41, 2, 20, 3]",43
"[2015, 41, 2, 21, 1]",35
"[2015, 41, 2, 22, 2]",10
"[2015, 41, 2, 23, 3]",6
"[2015, 41, 3, 0, 4]",0
"[2015, 41, 3, 1, 4]",0
"[2015, 41, 3, 2, 3]",0
"[2015, 41, 3, 3, 2]",0
"[2015, 41, 3, 4, 2]",0
"[2015, 41, 3, 5, 2]",6
"[2015, 41, 3, 6, 1]",42
"[2015, 41, 3, 7, 1]",84
"[2015, 41, 3, 8, 2]",122
"[2015, 41, 3, 9, 2]",103
"[2015, 41, 3, 10, 2]",26
"[2015, 41, 3, 11, 2]",21
"[2015, 41, 3, 12, 1]",31
"[2015, 41, 3, 13, 2]",23
"[2015, 41, 3, 14, 2]",25
"[2015, 41, 3, 15, 2]",51
"[2015, 41, 3, 16, 2]",60
"[2015, 41, 3, 17, 2]",169
"[2015, 41, 3, 18, 2]",250
"[2015, 41, 3, 19, 2]",91
"[2015, 41, 3, 20, 2]",83
"[2015, 41, 3, 21, 2]",50
"[2015, 41, 3, 22, 1]",22
"[2015, 41, 3, 23, 1]",8
"[2015, 41, 4, 0, 1]",7
"[2015, 41, 4, 1, 1]",3
"[2015, 41, 4, 2, 1]",0
"[2015, 41, 4, 3, 2]",0
"[2015, 41, 4, 4, 1]",0
"[2015, 41, 4, 5, 1]",9
"[2015, 41, 4, 6, 1]",40
"[2015, 41, 4, 7, 2]",64
"[2015, 41, 4, 8, 2]",147
"[2015, 41, 4, 9, 2]",117
"[2015, 41, 4, 10, 2]",42
"[2015, 41, 4, 11, 2]",16
"[2015, 41, 4, 12, 2]",26
"[2015, 41, 4, 13, 1]",27
"[2015, 41, 4, 14, 1]",27
"[2015, 41, 4, 15, 1]",32
"[2015, 41, 4, 16, 1]",51
"[2015, 41, 4, 17, 1]",134
"[2015, 41, 4, 18, 1]",207
"[2015, 41, 4, 19, 1]",151
"[2015, 41, 4, 20, 1]",51
"[2015, 41, 4, 21, 1]",30
"[2015, 41, 4, 22, 1]",27
"[2015, 41, 4, 23, 1]",12
"[2015, 41, 5, 0, 1]",4
"[2015, 41, 5, 1, 1]",2
"[2015, 41, 5, 2, 1]",0
"[2015, 41, 5, 3, 1]",0
"[2015, 41, 5, 4, 1]",0
"[2015, 41, 5, 5, 1]",12
"[2015, 41, 5, 6, 3]",35
"[2015, 41, 5, 7, 1]",95
"[2015, 41, 5, 8, 1]",152
"[2015, 41, 5, 9, 1]",132
"[2015, 41, 5, 10, 1]",48
"[2015, 41, 5, 11, 3]",23
"[2015, 41, 5, 12, 1]",23
"[2015, 41, 5, 13, 1]",23
"[2015, 41, 5, 14, 1]",40
"[2015, 41, 5, 15, 1]",42
"[2015, 41, 5, 16, 1]",68
"[2015, 41, 5, 17, 3]",192
"[2015, 41, 5, 18, 2]",221
"[2015, 41, 5, 19, 1]",41
"[2015, 41, 5, 20, 2]",31
"[2015, 41, 5, 21, 2]",19
"[2015, 41, 5, 22, 1]",10
"[2015, 41, 5, 23, 1]",12
"[2015, 41, 6, 0, 1]",3
"[2015, 41, 6, 1, 1]",4
"[2015, 41, 6, 2, 1]",4
"[2015, 41, 6, 3, 2]",0
"[2015, 41, 6, 4, 2]",4
"[2015, 41, 6, 5, 1]",2
"[2015, 41, 6, 6, 1]",4
"[2015, 41, 6, 7, 3]",4
"[2015, 41, 6, 8, 1]",11
"[2015, 41, 6, 9, 2]",9
"[2015, 41, 6, 10, 1]",11
"[2015, 41, 6, 11, 1]",22
"[2015, 41, 6, 12, 1]",21
"[2015, 41, 6, 13, 1]",27
"[2015, 41, 6, 14, 1]",15
"[2015, 41, 6, 15, 1]",37
"[2015, 41, 6, 16, 1]",27
"[2015, 41, 6, 17, 2]",31
"[2015, 41, 6, 18, 2]",28
"[2015, 41, 6, 19, 2]",21
"[2015, 41, 6, 20, 2]",15
"[2015, 41, 6, 21, 1]",7
"[2015, 41, 6, 22, 1]",9
"[2015, 41, 6, 23, 1]",5
"[2015, 42, 0, 0, 1]",1
"[2015, 42, 0, 1, 1]",2
"[2015, 42, 0, 2, 1]",0
"[2015, 42, 0, 3, 1]",0
"[2015, 42, 0, 4, 1]",0
"[2015, 42, 0, 5, 1]",0
"[2015, 42, 0, 6, 2]",0
"[2015, 42, 0, 7, 2]",1
"[2015, 42, 0, 8, 1]",4
"[2015, 42, 0, 9, 1]",1
"[2015, 42, 0, 10, 1]",9
"[2015, 42, 0, 11, 1]",7
"[2015, 42, 0, 12, 1]",20
