data,label
"[2015, 42, 0, 13, 1]",27
"[2015, 42, 0, 14, 3]",15
"[2015, 42, 0, 15, 3]",34
"[2015, 42, 0, 16, 3]",27
"[2015, 42, 0, 17, 3]",25
"[2015, 42, 0, 18, 2]",27
"[2015, 42, 0, 19, 3]",10
"[2015, 42, 0, 20, 2]",14
"[2015, 42, 0, 21, 2]",6
"[2015, 42, 0, 22, 1]",3
"[2015, 42, 0, 23, 1]",6
"[2015, 42, 1, 0, 1]",1
"[2015, 42, 1, 1, 1]",0
"[2015, 42, 1, 2, 1]",0
"[2015, 42, 1, 3, 1]",0
"[2015, 42, 1, 4, 1]",0
"[2015, 42, 1, 5, 1]",4
"[2015, 42, 1, 6, 1]",25
"[2015, 42, 1, 7, 1]",82
"[2015, 42, 1, 8, 1]",88
"[2015, 42, 1, 9, 1]",65
"[2015, 42, 1, 10, 1]",16
"[2015, 42, 1, 11, 1]",2
"[2015, 42, 1, 12, 1]",0
"[2015, 42, 1, 13, 1]",0
"[2015, 42, 1, 14, 1]",0
"[2015, 42, 1, 15, 1]",0
"[2015, 42, 1, 16, 1]",0
"[2015, 42, 1, 17, 1]",0
"[2015, 42, 1, 18, 1]",0
"[2015, 42, 1, 19, 1]",0
"[2015, 42, 1, 20, 1]",0
"[2015, 42, 1, 21, 1]",0
"[2015, 42, 1, 22, 1]",0
"[2015, 42, 1, 23, 1]",0
"[2015, 42, 2, 0, 1]",0
"[2015, 42, 2, 1, 1]",0
"[2015, 42, 2, 2, 1]",0
"[2015, 42, 2, 3, 2]",0
"[2015, 42, 2, 4, 1]",0
"[2015, 42, 2, 5, 1]",0
"[2015, 42, 2, 6, 1]",0
"[2015, 42, 2, 7, 2]",0
"[2015, 42, 2, 8, 1]",0
"[2015, 42, 2, 9, 1]",0
"[2015, 42, 2, 10, 2]",0
"[2015, 42, 2, 11, 2]",0
"[2015, 42, 2, 12, 2]",0
"[2015, 42, 2, 13, 1]",0
"[2015, 42, 2, 14, 1]",0
"[2015, 42, 2, 15, 1]",0
"[2015, 42, 2, 16, 2]",0
"[2015, 42, 2, 17, 1]",0
"[2015, 42, 2, 18, 3]",0
"[2015, 42, 2, 19, 1]",0
"[2015, 42, 2, 20, 3]",0
"[2015, 42, 2, 21, 1]",0
"[2015, 42, 2, 22, 1]",0
"[2015, 42, 2, 23, 1]",0
"[2015, 42, 3, 0, 1]",0
"[2015, 42, 3, 1, 1]",0
"[2015, 42, 3, 2, 1]",0
"[2015, 42, 3, 3, 3]",0
"[2015, 42, 3, 4, 3]",0
"[2015, 42, 3, 5, 3]",0
"[2015, 42, 3, 6, 1]",0
"[2015, 42, 3, 7, 1]",0
"[2015, 42, 3, 8, 1]",0
"[2015, 42, 3, 9, 1]",0
"[2015, 42, 3, 10, 1]",0
"[2015, 42, 3, 11, 1]",0
"[2015, 42, 3, 12, 2]",0
"[2015, 42, 3, 13, 2]",0
"[2015, 42, 3, 14, 1]",0
"[2015, 42, 3, 15, 3]",0
"[2015, 42, 3, 16, 3]",0
"[2015, 42, 3, 17, 1]",0
"[2015, 42, 3, 18, 2]",0
"[2015, 42, 3, 19, 2]",0
"[2015, 42, 3, 20, 3]",0
"[2015, 42, 3, 21, 3]",0
"[2015, 42, 3, 22, 3]",0
"[2015, 42, 3, 23, 1]",0
"[2015, 42, 4, 0, 1]",0
"[2015, 42, 4, 1, 1]",0
"[2015, 42, 4, 2, 1]",0
"[2015, 42, 4, 3, 1]",0
"[2015, 42, 4, 4, 1]",0
"[2015, 42, 4, 5, 3]",0
"[2015, 42, 4, 6, 3]",0
"[2015, 42, 4, 7, 2]",24
"[2015, 42, 4, 8, 3]",99
"[2015, 42, 4, 9, 3]",87
"[2015, 42, 4, 10, 2]",41
"[2015, 42, 4, 11, 1]",11
"[2015, 42, 4, 12, 3]",24
"[2015, 42, 4, 13, 3]",34
"[2015, 42, 4, 14, 3]",24
"[2015, 42, 4, 15, 3]",29
"[2015, 42, 4, 16, 1]",41
"[2015, 42, 4, 17, 1]",121
"[2015, 42, 4, 18, 1]",137
"[2015, 42, 4, 19, 2]",85
"[2015, 42, 4, 20, 1]",46
"[2015, 42, 4, 21, 1]",35
"[2015, 42, 4, 22, 2]",40
"[2015, 42, 4, 23, 2]",8
"[2015, 42, 5, 0, 1]",5
"[2015, 42, 5, 1, 1]",1
"[2015, 42, 5, 2, 3]",2
"[2015, 42, 5, 3, 1]",0
"[2015, 42, 5, 4, 3]",0
"[2015, 42, 5, 5, 3]",17
"[2015, 42, 5, 6, 3]",19
"[2015, 42, 5, 7, 3]",77
"[2015, 42, 5, 8, 3]",114
"[2015, 42, 5, 9, 3]",97
"[2015, 42, 5, 10, 3]",33
"[2015, 42, 5, 11, 1]",10
"[2015, 42, 5, 12, 3]",27
"[2015, 42, 5, 13, 3]",11
"[2015, 42, 5, 14, 3]",14
"[2015, 42, 5, 15, 1]",38
"[2015, 42, 5, 16, 3]",49
"[2015, 42, 5, 17, 3]",126
"[2015, 42, 5, 18, 3]",164
"[2015, 42, 5, 19, 3]",34
"[2015, 42, 5, 20, 3]",35
"[2015, 42, 5, 21, 3]",21
"[2015, 42, 5, 22, 1]",7
"[2015, 42, 5, 23, 3]",11
"[2015, 42, 6, 0, 3]",6
"[2015, 42, 6, 1, 3]",6
"[2015, 42, 6, 2, 3]",0
"[2015, 42, 6, 3, 1]",2
"[2015, 42, 6, 4, 1]",0
"[2015, 42, 6, 5, 1]",0
"[2015, 42, 6, 6, 1]",0
"[2015, 42, 6, 7, 1]",4
"[2015, 42, 6, 8, 1]",11
"[2015, 42, 6, 9, 1]",3
"[2015, 42, 6, 10, 1]",7
"[2015, 42, 6, 11, 2]",22
"[2015, 42, 6, 12, 2]",19
"[2015, 42, 6, 13, 2]",16
"[2015, 42, 6, 14, 2]",22
"[2015, 42, 6, 15, 2]",12
"[2015, 42, 6, 16, 2]",21
"[2015, 42, 6, 17, 2]",15
"[2015, 42, 6, 18, 2]",22
"[2015, 42, 6, 19, 2]",27
"[2015, 42, 6, 20, 2]",4
"[2015, 42, 6, 21, 3]",7
"[2015, 42, 6, 22, 3]",1
"[2015, 42, 6, 23, 1]",6
"[2015, 43, 0, 0, 2]",7
"[2015, 43, 0, 1, 1]",0
"[2015, 43, 0, 2, 2]",0
"[2015, 43, 0, 3, 2]",0
"[2015, 43, 0, 4, 2]",1
"[2015, 43, 0, 5, 1]",1
"[2015, 43, 0, 6, 2]",0
"[2015, 43, 0, 7, 2]",1
"[2015, 43, 0, 8, 3]",1
"[2015, 43, 0, 9, 3]",4
"[2015, 43, 0, 10, 3]",8
"[2015, 43, 0, 11, 2]",5
"[2015, 43, 0, 12, 2]",13
"[2015, 43, 0, 13, 2]",10
"[2015, 43, 0, 14, 2]",11
"[2015, 43, 0, 15, 2]",18
"[2015, 43, 0, 16, 2]",16
"[2015, 43, 0, 17, 2]",21
"[2015, 43, 0, 18, 2]",12
"[2015, 43, 0, 19, 2]",12
"[2015, 43, 0, 20, 2]",7
"[2015, 43, 0, 21, 3]",6
"[2015, 43, 0, 22, 3]",4
"[2015, 43, 0, 23, 3]",3
"[2015, 43, 1, 0, 3]",0
"[2015, 43, 1, 1, 3]",0
"[2015, 43, 1, 2, 3]",3
"[2015, 43, 1, 3, 3]",1
"[2015, 43, 1, 4, 3]",0
"[2015, 43, 1, 5, 3]",4
"[2015, 43, 1, 6, 3]",22
"[2015, 43, 1, 7, 3]",58
"[2015, 43, 1, 8, 3]",123
"[2015, 43, 1, 9, 4]",127
"[2015, 43, 1, 10, 3]",40
"[2015, 43, 1, 11, 2]",12
"[2015, 43, 1, 12, 1]",13
"[2015, 43, 1, 13, 2]",19
"[2015, 43, 1, 14, 1]",15
"[2015, 43, 1, 15, 1]",18
"[2015, 43, 1, 16, 3]",38
"[2015, 43, 1, 17, 1]",130
"[2015, 43, 1, 18, 1]",252
"[2015, 43, 1, 19, 1]",71
"[2015, 43, 1, 20, 1]",59
"[2015, 43, 1, 21, 1]",39
"[2015, 43, 1, 22, 1]",17
"[2015, 43, 1, 23, 1]",15
"[2015, 43, 2, 0, 1]",4
"[2015, 43, 2, 1, 1]",1
"[2015, 43, 2, 2, 1]",0
"[2015, 43, 2, 3, 1]",0
"[2015, 43, 2, 4, 1]",0
"[2015, 43, 2, 5, 1]",9
"[2015, 43, 2, 6, 2]",38
"[2015, 43, 2, 7, 2]",91
"[2015, 43, 2, 8, 1]",133
"[2015, 43, 2, 9, 1]",137
"[2015, 43, 2, 10, 1]",36
"[2015, 43, 2, 11, 1]",17
"[2015, 43, 2, 12, 2]",18
"[2015, 43, 2, 13, 2]",30
"[2015, 43, 2, 14, 3]",24
"[2015, 43, 2, 15, 2]",19
"[2015, 43, 2, 16, 2]",52
"[2015, 43, 2, 17, 2]",167
"[2015, 43, 2, 18, 3]",173
"[2015, 43, 2, 19, 2]",130
"[2015, 43, 2, 20, 2]",50
"[2015, 43, 2, 21, 2]",21
"[2015, 43, 2, 22, 2]",8
"[2015, 43, 2, 23, 2]",0
"[2015, 43, 3, 0, 2]",0
"[2015, 43, 3, 1, 3]",2
"[2015, 43, 3, 2, 2]",0
"[2015, 43, 3, 3, 2]",0
"[2015, 43, 3, 4, 2]",0
"[2015, 43, 3, 5, 2]",3
"[2015, 43, 3, 6, 2]",27
"[2015, 43, 3, 7, 2]",83
"[2015, 43, 3, 8, 2]",106
"[2015, 43, 3, 9, 2]",101
"[2015, 43, 3, 10, 2]",21
"[2015, 43, 3, 11, 3]",2
"[2015, 43, 3, 12, 2]",3
"[2015, 43, 3, 13, 2]",2
"[2015, 43, 3, 14, 2]",8
"[2015, 43, 3, 15, 2]",1
"[2015, 43, 3, 16, 2]",5
"[2015, 43, 3, 17, 4]",16
"[2015, 43, 3, 18, 2]",42
"[2015, 43, 3, 19, 2]",50
"[2015, 43, 3, 20, 5]",25
"[2015, 43, 3, 21, 2]",8
"[2015, 43, 3, 22, 2]",4
"[2015, 43, 3, 23, 2]",0
"[2015, 43, 4, 0, 2]",0
"[2015, 43, 4, 1, 2]",0
"[2015, 43, 4, 2, 3]",0
"[2015, 43, 4, 3, 2]",0
"[2015, 43, 4, 4, 2]",4
"[2015, 43, 4, 5, 2]",7
"[2015, 43, 4, 6, 2]",25
"[2015, 43, 4, 7, 2]",100
"[2015, 43, 4, 8, 2]",140
"[2015, 43, 4, 9, 2]",137
"[2015, 43, 4, 10, 3]",58
"[2015, 43, 4, 11, 5]",23
"[2015, 43, 4, 12, 2]",33
"[2015, 43, 4, 13, 2]",33
"[2015, 43, 4, 14, 1]",15
"[2015, 43, 4, 15, 1]",44
"[2015, 43, 4, 16, 2]",41
"[2015, 43, 4, 17, 5]",89
"[2015, 43, 4, 18, 2]",179
"[2015, 43, 4, 19, 2]",131
"[2015, 43, 4, 20, 5]",67
"[2015, 43, 4, 21, 2]",30
"[2015, 43, 4, 22, 2]",8
"[2015, 43, 4, 23, 2]",9
"[2015, 43, 5, 0, 2]",3
"[2015, 43, 5, 1, 2]",3
"[2015, 43, 5, 2, 1]",2
"[2015, 43, 5, 3, 1]",0
"[2015, 43, 5, 4, 1]",0
"[2015, 43, 5, 5, 1]",3
"[2015, 43, 5, 6, 1]",23
"[2015, 43, 5, 7, 1]",68
"[2015, 43, 5, 8, 1]",128
"[2015, 43, 5, 9, 1]",119
"[2015, 43, 5, 10, 1]",41
"[2015, 43, 5, 11, 1]",30
"[2015, 43, 5, 12, 1]",33
"[2015, 43, 5, 13, 1]",27
"[2015, 43, 5, 14, 1]",33
"[2015, 43, 5, 15, 1]",37
"[2015, 43, 5, 16, 1]",71
"[2015, 43, 5, 17, 1]",247
"[2015, 43, 5, 18, 1]",136
"[2015, 43, 5, 19, 1]",44
"[2015, 43, 5, 20, 1]",17
"[2015, 43, 5, 21, 1]",15
"[2015, 43, 5, 22, 1]",11
"[2015, 43, 5, 23, 1]",4
"[2015, 43, 6, 0, 1]",11
"[2015, 43, 6, 1, 1]",9
"[2015, 43, 6, 2, 1]",2
"[2015, 43, 6, 3, 1]",0
"[2015, 43, 6, 4, 1]",2
"[2015, 43, 6, 5, 1]",0
"[2015, 43, 6, 6, 1]",2
"[2015, 43, 6, 7, 3]",7
"[2015, 43, 6, 8, 1]",4
"[2015, 43, 6, 9, 3]",8
"[2015, 43, 6, 10, 1]",12
"[2015, 43, 6, 11, 1]",6
"[2015, 43, 6, 12, 1]",11
"[2015, 43, 6, 13, 3]",23
"[2015, 43, 6, 14, 1]",11
"[2015, 43, 6, 15, 2]",17
"[2015, 43, 6, 16, 2]",25
"[2015, 43, 6, 17, 2]",13
"[2015, 43, 6, 18, 2]",29
"[2015, 43, 6, 19, 2]",27
"[2015, 43, 6, 20, 2]",9
"[2015, 43, 6, 21, 3]",9
"[2015, 43, 6, 22, 2]",7
"[2015, 43, 6, 23, 2]",2
"[2015, 44, 0, 0, 2]",9
"[2015, 44, 0, 1, 3]",12
"[2015, 44, 0, 2, 2]",1
"[2015, 44, 0, 3, 3]",0
"[2015, 44, 0, 4, 2]",0
"[2015, 44, 0, 5, 3]",0
"[2015, 44, 0, 6, 2]",0
"[2015, 44, 0, 7, 2]",2
"[2015, 44, 0, 8, 2]",2
"[2015, 44, 0, 9, 2]",10
"[2015, 44, 0, 10, 2]",19
"[2015, 44, 0, 11, 2]",23
"[2015, 44, 0, 12, 3]",32
"[2015, 44, 0, 13, 2]",12
"[2015, 44, 0, 14, 2]",23
"[2015, 44, 0, 15, 2]",17
"[2015, 44, 0, 16, 2]",15
"[2015, 44, 0, 17, 2]",8
"[2015, 44, 0, 18, 2]",20
"[2015, 44, 0, 19, 2]",10
"[2015, 44, 0, 20, 2]",9
"[2015, 44, 0, 21, 2]",2
"[2015, 44, 0, 22, 2]",4
"[2015, 44, 0, 23, 2]",8
"[2015, 44, 1, 0, 2]",4
"[2015, 44, 1, 1, 2]",10
"[2015, 44, 1, 2, 2]",0
"[2015, 44, 1, 3, 2]",0
"[2015, 44, 1, 4, 2]",0
"[2015, 44, 1, 5, 2]",4
"[2015, 44, 1, 6, 2]",44
"[2015, 44, 1, 7, 2]",108
"[2015, 44, 1, 8, 2]",144
"[2015, 44, 1, 9, 3]",141
"[2015, 44, 1, 10, 2]",53
"[2015, 44, 1, 11, 2]",17
"[2015, 44, 1, 12, 2]",24
"[2015, 44, 1, 13, 2]",31
"[2015, 44, 1, 14, 2]",26
"[2015, 44, 1, 15, 2]",26
"[2015, 44, 1, 16, 2]",36
"[2015, 44, 1, 17, 2]",102
"[2015, 44, 1, 18, 2]",184
"[2015, 44, 1, 19, 2]",135
"[2015, 44, 1, 20, 2]",45
"[2015, 44, 1, 21, 2]",13
"[2015, 44, 1, 22, 2]",4
"[2015, 44, 1, 23, 2]",5
"[2015, 44, 2, 0, 2]",3
"[2015, 44, 2, 1, 2]",2
"[2015, 44, 2, 2, 1]",2
"[2015, 44, 2, 3, 1]",0
"[2015, 44, 2, 4, 2]",0
"[2015, 44, 2, 5, 1]",8
"[2015, 44, 2, 6, 2]",35
"[2015, 44, 2, 7, 2]",108
"[2015, 44, 2, 8, 2]",137
"[2015, 44, 2, 9, 2]",158
"[2015, 44, 2, 10, 1]",54
"[2015, 44, 2, 11, 2]",17
"[2015, 44, 2, 12, 1]",37
"[2015, 44, 2, 13, 1]",29
"[2015, 44, 2, 14, 1]",19
"[2015, 44, 2, 15, 1]",18
"[2015, 44, 2, 16, 1]",44
"[2015, 44, 2, 17, 1]",102
"[2015, 44, 2, 18, 1]",212
"[2015, 44, 2, 19, 1]",119
"[2015, 44, 2, 20, 1]",42
"[2015, 44, 2, 21, 2]",22
"[2015, 44, 2, 22, 1]",9
"[2015, 44, 2, 23, 1]",8
"[2015, 44, 3, 0, 1]",0
"[2015, 44, 3, 1, 2]",4
"[2015, 44, 3, 2, 1]",2
"[2015, 44, 3, 3, 2]",0
"[2015, 44, 3, 4, 1]",0
"[2015, 44, 3, 5, 2]",8
"[2015, 44, 3, 6, 2]",57
"[2015, 44, 3, 7, 1]",113
"[2015, 44, 3, 8, 2]",181
"[2015, 44, 3, 9, 1]",155
"[2015, 44, 3, 10, 2]",55
"[2015, 44, 3, 11, 1]",25
"[2015, 44, 3, 12, 2]",18
"[2015, 44, 3, 13, 1]",31
"[2015, 44, 3, 14, 2]",27
"[2015, 44, 3, 15, 1]",40
"[2015, 44, 3, 16, 1]",54
"[2015, 44, 3, 17, 1]",143
"[2015, 44, 3, 18, 2]",199
"[2015, 44, 3, 19, 1]",90
"[2015, 44, 3, 20, 1]",39
"[2015, 44, 3, 21, 1]",31
"[2015, 44, 3, 22, 1]",23
"[2015, 44, 3, 23, 1]",2
"[2015, 44, 4, 0, 1]",2
"[2015, 44, 4, 1, 1]",3
"[2015, 44, 4, 2, 1]",2
"[2015, 44, 4, 3, 2]",1
"[2015, 44, 4, 4, 2]",0
"[2015, 44, 4, 5, 2]",7
"[2015, 44, 4, 6, 2]",48
"[2015, 44, 4, 7, 1]",112
"[2015, 44, 4, 8, 2]",176
"[2015, 44, 4, 9, 2]",161
"[2015, 44, 4, 10, 2]",46
"[2015, 44, 4, 11, 2]",17
"[2015, 44, 4, 12, 2]",17
"[2015, 44, 4, 13, 2]",27
"[2015, 44, 4, 14, 2]",20
"[2015, 44, 4, 15, 2]",29
"[2015, 44, 4, 16, 2]",32
"[2015, 44, 4, 17, 3]",95
"[2015, 44, 4, 18, 2]",145
"[2015, 44, 4, 19, 2]",84
"[2015, 44, 4, 20, 3]",70
"[2015, 44, 4, 21, 2]",27
"[2015, 44, 4, 22, 2]",14
"[2015, 44, 4, 23, 2]",9
"[2015, 44, 5, 0, 2]",10
"[2015, 44, 5, 1, 2]",13
"[2015, 44, 5, 2, 2]",0
"[2015, 44, 5, 3, 2]",0
"[2015, 44, 5, 4, 2]",0
"[2015, 44, 5, 5, 2]",13
"[2015, 44, 5, 6, 2]",45
"[2015, 44, 5, 7, 2]",106
"[2015, 44, 5, 8, 2]",133
"[2015, 44, 5, 9, 2]",130
"[2015, 44, 5, 10, 2]",44
"[2015, 44, 5, 11, 3]",20
"[2015, 44, 5, 12, 2]",29
"[2015, 44, 5, 13, 2]",31
"[2015, 44, 5, 14, 2]",29
"[2015, 44, 5, 15, 2]",24
"[2015, 44, 5, 16, 2]",64
"[2015, 44, 5, 17, 3]",155
"[2015, 44, 5, 18, 2]",175
"[2015, 44, 5, 19, 2]",50
"[2015, 44, 5, 20, 2]",22
"[2015, 44, 5, 21, 2]",22
"[2015, 44, 5, 22, 2]",11
"[2015, 44, 5, 23, 3]",8
"[2015, 44, 6, 0, 3]",2
"[2015, 44, 6, 1, 2]",2
"[2015, 44, 6, 2, 2]",0
"[2015, 44, 6, 3, 2]",0
"[2015, 44, 6, 4, 2]",0
"[2015, 44, 6, 5, 3]",0
"[2015, 44, 6, 6, 2]",4
"[2015, 44, 6, 7, 2]",2
"[2015, 44, 6, 8, 3]",18
"[2015, 44, 6, 9, 2]",28
"[2015, 44, 6, 10, 2]",26
"[2015, 44, 6, 11, 2]",12
"[2015, 44, 6, 12, 2]",23
"[2015, 44, 6, 13, 2]",28
"[2015, 44, 6, 14, 3]",22
"[2015, 44, 6, 15, 2]",11
"[2015, 44, 6, 16, 2]",19
"[2015, 44, 6, 17, 2]",22
"[2015, 44, 6, 18, 2]",24
"[2015, 44, 6, 19, 2]",12
"[2015, 44, 6, 20, 3]",0
"[2015, 44, 6, 21, 2]",7
"[2015, 44, 6, 22, 2]",1
"[2015, 44, 6, 23, 2]",5
"[2015, 45, 0, 0, 2]",3
"[2015, 45, 0, 1, 2]",0
"[2015, 45, 0, 2, 2]",2
"[2015, 45, 0, 3, 2]",0
"[2015, 45, 0, 4, 2]",0
"[2015, 45, 0, 5, 2]",0
"[2015, 45, 0, 6, 2]",2
"[2015, 45, 0, 7, 2]",2
"[2015, 45, 0, 8, 1]",2
"[2015, 45, 0, 9, 1]",6
"[2015, 45, 0, 10, 1]",6
"[2015, 45, 0, 11, 1]",8
"[2015, 45, 0, 12, 1]",16
"[2015, 45, 0, 13, 1]",18
"[2015, 45, 0, 14, 1]",17
"[2015, 45, 0, 15, 1]",14
"[2015, 45, 0, 16, 1]",38
"[2015, 45, 0, 17, 1]",25
"[2015, 45, 0, 18, 1]",16
"[2015, 45, 0, 19, 1]",3
"[2015, 45, 0, 20, 1]",7
"[2015, 45, 0, 21, 1]",0
"[2015, 45, 0, 22, 1]",4
"[2015, 45, 0, 23, 1]",0
"[2015, 45, 1, 0, 1]",0
"[2015, 45, 1, 1, 1]",2
"[2015, 45, 1, 2, 1]",0
"[2015, 45, 1, 3, 1]",0
"[2015, 45, 1, 4, 1]",0
"[2015, 45, 1, 5, 1]",6
"[2015, 45, 1, 6, 1]",29
"[2015, 45, 1, 7, 1]",95
"[2015, 45, 1, 8, 1]",157
"[2015, 45, 1, 9, 1]",144
"[2015, 45, 1, 10, 1]",35
"[2015, 45, 1, 11, 1]",26
"[2015, 45, 1, 12, 1]",29
"[2015, 45, 1, 13, 1]",29
"[2015, 45, 1, 14, 1]",25
"[2015, 45, 1, 15, 1]",23
"[2015, 45, 1, 16, 1]",30
"[2015, 45, 1, 17, 1]",133
"[2015, 45, 1, 18, 2]",198
"[2015, 45, 1, 19, 2]",89
"[2015, 45, 1, 20, 2]",36
"[2015, 45, 1, 21, 2]",17
"[2015, 45, 1, 22, 2]",8
"[2015, 45, 1, 23, 2]",4
"[2015, 45, 2, 0, 2]",0
"[2015, 45, 2, 1, 2]",0
"[2015, 45, 2, 2, 2]",0
"[2015, 45, 2, 3, 2]",2
"[2015, 45, 2, 4, 2]",0
"[2015, 45, 2, 5, 2]",12
"[2015, 45, 2, 6, 2]",45
"[2015, 45, 2, 7, 2]",89
"[2015, 45, 2, 8, 2]",75
"[2015, 45, 2, 9, 2]",57
"[2015, 45, 2, 10, 2]",20
"[2015, 45, 2, 11, 3]",6
"[2015, 45, 2, 12, 3]",6
"[2015, 45, 2, 13, 2]",4
"[2015, 45, 2, 14, 2]",9
"[2015, 45, 2, 15, 2]",14
"[2015, 45, 2, 16, 2]",22
"[2015, 45, 2, 17, 4]",79
"[2015, 45, 2, 18, 2]",96
"[2015, 45, 2, 19, 2]",76
"[2015, 45, 2, 20, 5]",42
"[2015, 45, 2, 21, 2]",14
"[2015, 45, 2, 22, 2]",6
"[2015, 45, 2, 23, 2]",1
"[2015, 45, 3, 0, 2]",2
"[2015, 45, 3, 1, 2]",0
"[2015, 45, 3, 2, 3]",0
"[2015, 45, 3, 3, 2]",0
"[2015, 45, 3, 4, 2]",0
"[2015, 45, 3, 5, 2]",7
"[2015, 45, 3, 6, 2]",22
"[2015, 45, 3, 7, 3]",45
"[2015, 45, 3, 8, 4]",99
"[2015, 45, 3, 9, 2]",84
"[2015, 45, 3, 10, 2]",36
"[2015, 45, 3, 11, 3]",19
"[2015, 45, 3, 12, 2]",21
"[2015, 45, 3, 13, 2]",34
"[2015, 45, 3, 14, 4]",23
"[2015, 45, 3, 15, 2]",26
"[2015, 45, 3, 16, 2]",61
"[2015, 45, 3, 17, 2]",111
"[2015, 45, 3, 18, 2]",175
"[2015, 45, 3, 19, 2]",90
"[2015, 45, 3, 20, 4]",38
"[2015, 45, 3, 21, 2]",18
"[2015, 45, 3, 22, 2]",17
"[2015, 45, 3, 23, 2]",10
"[2015, 45, 4, 0, 2]",2
"[2015, 45, 4, 1, 4]",2
"[2015, 45, 4, 2, 2]",0
"[2015, 45, 4, 3, 2]",0
"[2015, 45, 4, 4, 2]",0
"[2015, 45, 4, 5, 2]",11
"[2015, 45, 4, 6, 2]",47
"[2015, 45, 4, 7, 2]",79
"[2015, 45, 4, 8, 2]",130
"[2015, 45, 4, 9, 2]",115
"[2015, 45, 4, 10, 2]",40
"[2015, 45, 4, 11, 2]",19
"[2015, 45, 4, 12, 2]",17
"[2015, 45, 4, 13, 2]",15
"[2015, 45, 4, 14, 3]",8
"[2015, 45, 4, 15, 3]",12
"[2015, 45, 4, 16, 2]",37
"[2015, 45, 4, 17, 2]",94
"[2015, 45, 4, 18, 2]",151
"[2015, 45, 4, 19, 2]",117
"[2015, 45, 4, 20, 3]",49
"[2015, 45, 4, 21, 2]",30
"[2015, 45, 4, 22, 2]",13
"[2015, 45, 4, 23, 2]",8
"[2015, 45, 5, 0, 2]",2
"[2015, 45, 5, 1, 3]",4
"[2015, 45, 5, 2, 2]",0
"[2015, 45, 5, 3, 2]",0
"[2015, 45, 5, 4, 2]",0
"[2015, 45, 5, 5, 1]",14
"[2015, 45, 5, 6, 1]",41
"[2015, 45, 5, 7, 1]",84
"[2015, 45, 5, 8, 1]",140
"[2015, 45, 5, 9, 2]",135
"[2015, 45, 5, 10, 2]",34
"[2015, 45, 5, 11, 2]",15
"[2015, 45, 5, 12, 2]",28
"[2015, 45, 5, 13, 1]",44
"[2015, 45, 5, 14, 1]",12
"[2015, 45, 5, 15, 1]",39
"[2015, 45, 5, 16, 1]",66
"[2015, 45, 5, 17, 1]",148
"[2015, 45, 5, 18, 1]",143
"[2015, 45, 5, 19, 2]",35
"[2015, 45, 5, 20, 1]",15
"[2015, 45, 5, 21, 1]",6
"[2015, 45, 5, 22, 1]",8
"[2015, 45, 5, 23, 1]",3
"[2015, 45, 6, 0, 1]",6
"[2015, 45, 6, 1, 2]",4
"[2015, 45, 6, 2, 2]",0
"[2015, 45, 6, 3, 1]",0
"[2015, 45, 6, 4, 1]",0
"[2015, 45, 6, 5, 1]",0
"[2015, 45, 6, 6, 1]",0
"[2015, 45, 6, 7, 1]",2
"[2015, 45, 6, 8, 1]",10
"[2015, 45, 6, 9, 1]",17
"[2015, 45, 6, 10, 1]",10
"[2015, 45, 6, 11, 2]",21
"[2015, 45, 6, 12, 2]",25
"[2015, 45, 6, 13, 3]",19
"[2015, 45, 6, 14, 1]",15
"[2015, 45, 6, 15, 1]",18
"[2015, 45, 6, 16, 1]",21
"[2015, 45, 6, 17, 1]",15
"[2015, 45, 6, 18, 1]",16
"[2015, 45, 6, 19, 3]",20
"[2015, 45, 6, 20, 3]",6
"[2015, 45, 6, 21, 1]",0
"[2015, 45, 6, 22, 1]",5
"[2015, 45, 6, 23, 1]",2
"[2015, 46, 0, 0, 1]",2
"[2015, 46, 0, 1, 1]",1
"[2015, 46, 0, 2, 1]",1
"[2015, 46, 0, 3, 1]",0
"[2015, 46, 0, 4, 1]",0
"[2015, 46, 0, 5, 1]",0
"[2015, 46, 0, 6, 1]",0
"[2015, 46, 0, 7, 1]",4
"[2015, 46, 0, 8, 1]",5
"[2015, 46, 0, 9, 1]",14
"[2015, 46, 0, 10, 1]",15
"[2015, 46, 0, 11, 1]",11
"[2015, 46, 0, 12, 1]",10
"[2015, 46, 0, 13, 1]",13
"[2015, 46, 0, 14, 1]",15
"[2015, 46, 0, 15, 1]",21
"[2015, 46, 0, 16, 2]",9
"[2015, 46, 0, 17, 1]",13
"[2015, 46, 0, 18, 1]",24
"[2015, 46, 0, 19, 1]",4
"[2015, 46, 0, 20, 1]",6
"[2015, 46, 0, 21, 1]",12
"[2015, 46, 0, 22, 1]",0
"[2015, 46, 0, 23, 1]",0
"[2015, 46, 1, 0, 1]",2
"[2015, 46, 1, 1, 1]",0
"[2015, 46, 1, 2, 1]",0
"[2015, 46, 1, 3, 1]",0
"[2015, 46, 1, 4, 1]",0
"[2015, 46, 1, 5, 1]",8
"[2015, 46, 1, 6, 1]",39
"[2015, 46, 1, 7, 1]",84
"[2015, 46, 1, 8, 1]",163
"[2015, 46, 1, 9, 1]",132
"[2015, 46, 1, 10, 1]",41
"[2015, 46, 1, 11, 1]",32
"[2015, 46, 1, 12, 1]",16
"[2015, 46, 1, 13, 1]",21
"[2015, 46, 1, 14, 1]",20
"[2015, 46, 1, 15, 1]",18
